單字 (Word),詞性 (POS),中文翻譯 (Translation),例句 (Example),已背過 (Learned),Learned,Status,Appeared
philosophical,adj.,哲學的,,FALSE,FALSE,,FALSE
philosophy,n.,哲學,,FALSE,FALSE,,FALSE
photographic,adj.,攝影的,,FALSE,FALSE,,FALSE
photography,n.,攝影,,FALSE,FALSE,,FALSE
physical,adj.,身體的,,FALSE,FALSE,,FALSE
physician,n.,醫生,,FALSE,FALSE,,FALSE
physicist,n.,物理學家,,FALSE,FALSE,,FALSE
physics,n.,物理,,FALSE,FALSE,,FALSE
pianist,n.,鋼琴家,,FALSE,FALSE,,FALSE
piano,n.,鋼琴,,FALSE,FALSE,,FALSE
pickle,n.,泡菜,,FALSE,FALSE,,FALSE
pickpocket,n.,扒手,,FALSE,FALSE,,FALSE
pickup,n.,撿起,,FALSE,FALSE,,FALSE
pie,n.,餡餅,,FALSE,FALSE,,FALSE
pier,n.,碼頭,,FALSE,FALSE,,FALSE
pilgrim,n.,朝聖,,FALSE,FALSE,,FALSE
pillar,n.,支柱,,FALSE,FALSE,,FALSE
pillow,n.,枕頭,,FALSE,FALSE,,FALSE
pimple,n.,疙瘩,,FALSE,FALSE,,FALSE
portable,adj.,便攜的,,FALSE,FALSE,,FALSE
porter,n.,搬運工,,FALSE,FALSE,,FALSE
portrait,n.,肖像,,FALSE,FALSE,,FALSE
portray,v.,寫真,,FALSE,FALSE,,FALSE
possess,v.,具有,,FALSE,FALSE,,FALSE
possession,n.,擁有,,FALSE,FALSE,,FALSE
possible,adj.,可能的,,FALSE,FALSE,,FALSE
postage,n.,郵資,,FALSE,FALSE,,FALSE
poster,n.,海報,,FALSE,FALSE,,FALSE
potato,n.,馬鈴薯,,FALSE,FALSE,,FALSE
potent,adj.,有力的,,FALSE,FALSE,,FALSE
pottery,n.,陶器,,FALSE,FALSE,,FALSE
poultry,n.,家禽,,FALSE,FALSE,,FALSE
pour,v.,倒,,FALSE,FALSE,,FALSE
poverty,n.,貧困,,FALSE,FALSE,,FALSE
practical,adj.,實際的,,FALSE,FALSE,,FALSE
preach,v.,傳道,,FALSE,FALSE,,FALSE
precede,v.,領先於,,FALSE,FALSE,,FALSE
productive,adj.,富有成效的,,FALSE,FALSE,,FALSE
profession,n.,職業,,FALSE,FALSE,,FALSE
professor,n.,教授,,FALSE,FALSE,,FALSE
proficiency,n.,熟練程度,,FALSE,FALSE,,FALSE
profitable,adj.,有利可圖,,FALSE,FALSE,,FALSE
prohibition,n.,禁止,,FALSE,FALSE,,FALSE
prominent,adj.,著名的,,FALSE,FALSE,,FALSE
promising,adj.,有前途的,,FALSE,FALSE,,FALSE
qualify,v.,有資格,,FALSE,FALSE,,FALSE
promote,v.,推動,,FALSE,FALSE,,FALSE
quality,n.,品質,,FALSE,FALSE,,FALSE
promotion,n.,晉升,,FALSE,FALSE,,FALSE
quantity,n.,數量,,FALSE,FALSE,,FALSE
quarter,n.,四分之一,,FALSE,FALSE,,FALSE
pronounce,v.,發音,,FALSE,FALSE,,FALSE
queen,n.,女王,,FALSE,FALSE,,FALSE
pronunciation,n.,發音,,FALSE,FALSE,,FALSE
queer,adj.,酷兒,,FALSE,FALSE,,FALSE
proof,n.,證明,,FALSE,FALSE,,FALSE
quest,n.,尋求,,FALSE,FALSE,,FALSE
propel,v.,推進,,FALSE,FALSE,,FALSE
questionnaire,n.,調查問卷,,FALSE,FALSE,,FALSE
property,n.,財產,,FALSE,FALSE,,FALSE
quit,v.,辭職,,FALSE,FALSE,,FALSE
proposal,n.,提議,,FALSE,FALSE,,FALSE
quite,adv.,相當,,FALSE,FALSE,,FALSE
prose,n.,散文,,FALSE,FALSE,,FALSE
quiz,n.,測驗,,FALSE,FALSE,,FALSE
prosecute,v.,起訴,,FALSE,FALSE,,FALSE
quota,n.,配額,,FALSE,FALSE,,FALSE
quotation,n.,引述,,FALSE,FALSE,,FALSE
ratio,n.,比率,,FALSE,FALSE,,FALSE
rabbit,n.,兔子,,FALSE,FALSE,,FALSE
rational,adj.,合理的,,FALSE,FALSE,,FALSE
racial,adj.,種族,,FALSE,FALSE,,FALSE
raw,adj.,生的,,FALSE,FALSE,,FALSE
racism,n.,種族主義,,FALSE,FALSE,,FALSE
ray,n.,射線,,FALSE,FALSE,,FALSE
razor,n.,剃刀,,FALSE,FALSE,,FALSE
radar,n.,雷達,,FALSE,FALSE,,FALSE
react,v.,反應,,FALSE,FALSE,,FALSE
reaction,n.,反應,,FALSE,FALSE,,FALSE
radiation,n.,輻射,,FALSE,FALSE,,FALSE
read,v.,讀,,FALSE,FALSE,,FALSE
real,adj.,真實的,,FALSE,FALSE,,FALSE
realism,n.,現實主義,,FALSE,FALSE,,FALSE
realistic,adj.,實際的,,FALSE,FALSE,,FALSE
reality,n.,現實,,FALSE,FALSE,,FALSE
rag,n.,抹布,,FALSE,FALSE,,FALSE
realize,v.,意識到,,FALSE,FALSE,,FALSE
ragged,adj.,衣衫襤褸,,FALSE,FALSE,,FALSE
really,adv.,真的,,FALSE,FALSE,,FALSE
realm,n.,領域,,FALSE,FALSE,,FALSE
rail,n.,軌,,FALSE,FALSE,,FALSE
railroad/railway,n.,鐵路/鐵路,,FALSE,FALSE,,FALSE
rainbow,n.,彩虹,,FALSE,FALSE,,FALSE
reasonable,adj.,合理的,,FALSE,FALSE,,FALSE
raincoat,n.,雨衣,,FALSE,FALSE,,FALSE
reassure,v.,安撫,,FALSE,FALSE,,FALSE
rainfall,n.,雨量,,FALSE,FALSE,,FALSE
rainy,adj.,下雨的,,FALSE,FALSE,,FALSE
rebellion,n.,叛亂,,FALSE,FALSE,,FALSE
raisin,n.,葡萄乾,,FALSE,FALSE,,FALSE
receipt,n.,收據,,FALSE,FALSE,,FALSE
receive,v.,收到,,FALSE,FALSE,,FALSE
receiver,n.,接收者,,FALSE,FALSE,,FALSE
random,adj.,隨機的,,FALSE,FALSE,,FALSE
recent,adj.,最近的,,FALSE,FALSE,,FALSE
recession,n.,經濟衰退,,FALSE,FALSE,,FALSE
rapid,adj.,迅速的,,FALSE,FALSE,,FALSE
rare,adj.,稀有的,,FALSE,FALSE,,FALSE
recite,v.,背誦,,FALSE,FALSE,,FALSE
rat,n.,鼠,,FALSE,FALSE,,FALSE
regime,n.,政權,,FALSE,FALSE,,FALSE
region,n.,地區,,FALSE,FALSE,,FALSE
regional,adj.,區域性的,,FALSE,FALSE,,FALSE
rehearsal,n.,排演,,FALSE,FALSE,,FALSE
reinforce,v.,加強,,FALSE,FALSE,,FALSE
reject,v.,拒絕,,FALSE,FALSE,,FALSE
relate,v.,涉及,,FALSE,FALSE,,FALSE
relation,n.,關係,,FALSE,FALSE,,FALSE
relationship,n.,關係,,FALSE,FALSE,,FALSE
relax,v.,放鬆,,FALSE,FALSE,,FALSE
reliable,adj.,可靠的,,FALSE,FALSE,,FALSE
reliant,adj.,依賴的,,FALSE,FALSE,,FALSE
relic,n.,遺跡,,FALSE,FALSE,,FALSE
relief,n.,寬慰,,FALSE,FALSE,,FALSE
religion,n.,宗教,,FALSE,FALSE,,FALSE
religious,adj.,宗教的,,FALSE,FALSE,,FALSE
rely,v.,依靠,,FALSE,FALSE,,FALSE
remain,v.,保持,,FALSE,FALSE,,FALSE
remainder,n.,餘,,FALSE,FALSE,,FALSE
reunion,n.,團圓,,FALSE,FALSE,,FALSE
revelation,n.,啟示,,FALSE,FALSE,,FALSE
revenue,n.,收入,,FALSE,FALSE,,FALSE
revise,v.,修訂,,FALSE,FALSE,,FALSE
revision,n.,修訂,,FALSE,FALSE,,FALSE
revival,n.,復興,,FALSE,FALSE,,FALSE
revive,v.,復活,,FALSE,FALSE,,FALSE
revolution,n.,革命,,FALSE,FALSE,,FALSE
revolve,v.,圍繞,,FALSE,FALSE,,FALSE
rhetoric,n.,修辭,,FALSE,FALSE,,FALSE
rhythm,n.,韻律,,FALSE,FALSE,,FALSE
rice,n.,米,,FALSE,FALSE,,FALSE
sacred,adj.,神聖,,FALSE,FALSE,,FALSE
rich,adj.,富有的,,FALSE,FALSE,,FALSE
riches,n.,財富,,FALSE,FALSE,,FALSE
sad,adj.,傷心,,FALSE,FALSE,,FALSE
riddle,n.,謎語,,FALSE,FALSE,,FALSE
safety,n.,安全,,FALSE,FALSE,,FALSE
ridiculous,adj.,荒謬的,,FALSE,FALSE,,FALSE
sailor,n.,水手,,FALSE,FALSE,,FALSE
rigid,adj.,死板的,,FALSE,FALSE,,FALSE
salad,n.,沙拉,,FALSE,FALSE,,FALSE
rigorous,adj.,嚴格的,,FALSE,FALSE,,FALSE
sale,n.,銷售,,FALSE,FALSE,,FALSE
